Barangay,House Type,Lot Area (sqm),Floor Area (sqm),Number of Floors,Bedroom,Bathroom,Garage,Year Built,Price (PHP),Price Growth Rate,Market Price,Market Price Growth Rate
Bagong Nayon,Single-Family Home,215,259,2,2,4,0,2013,5986031.07,3.17,17958093.21,200.00%
Inarawan,Townhouse,324,114,2,3,2,0,2017,8525037.97,3.29,25575113.91,200.00%
San Isidro (Poblacion),Bungalow,347,146,1,2,2,0,2017,9062222.59,5.28,27186667.77,200.00%
San Juan,Bungalow,296,250,1,6,4,3,2022,8715452.69,3.93,26146358.07,200.00%
Dalig,Bungalow,315,263,1,3,3,1,2015,3685367.34,5.49,11056102.02,200.00%
Dela Paz (Poblacion),Single-Family Home,227,143,3,4,3,0,2014,8111017.94,2.79,24333053.82,200.00%
Dela Paz (Poblacion),Duplex,218,200,3,6,1,0,2019,5809975.42,5.11,17429926.26,200.00%
Dela Paz (Poblacion),Townhouse,211,175,1,5,3,1,2018,2711669.18,3.32,8135007.54,200.00%
Mayamot,Duplex,229,106,2,5,2,0,2015,6909943.24,3.95,20729829.72,200.00%
Dela Paz (Poblacion),Duplex,234,169,3,5,4,1,2013,3125865.75,4.97,9377597.25,200.00%
San Jose (Poblacion),Duplex,228,240,3,5,4,1,2020,2450079.67,2.98,7350239.01,200.00%
Muntindilaw,Duplex,183,234,2,2,3,1,2013,6777575.86,5.67,20332727.58,200.00%
Mambugan,Duplex,160,204,1,2,3,1,2015,3293072.17,3.14,9879216.51,200.00%
San Roque (Poblacion),Single-Family Home,163,154,3,5,1,1,2021,2364538.52,2.93,7093615.56,200.00%
Mayamot,Single-Family Home,278,209,3,3,2,3,2020,2607138.8,3.19,7821416.4,200.00%
Cupang,Bungalow,226,220,1,3,1,2,2022,9326338.15,2.78,27979014.45,200.00%
Inarawan,Townhouse,294,220,3,6,3,2,2018,7754414.8,3.75,23263244.4,200.00%
San Luis,Single-Family Home,319,251,3,4,2,0,2016,2547346.95,4.95,7642040.85,200.00%
Muntindilaw,Duplex,319,147,3,6,3,1,2022,2499590.58,3.02,7498771.74,200.00%
Calawis,Single-Family Home,348,118,1,6,4,2,2020,8108303.86,3.09,24324911.58,200.00%
Mayamot,Single-Family Home,400,155,2,4,1,2,2015,4341695.27,4.42,13025085.81,200.00%
Mambugan,Townhouse,190,104,3,5,2,3,2020,8145027.29,3.1,24435081.87,200.00%
San Roque (Poblacion),Single-Family Home,287,233,2,6,2,1,2020,2205119.42,4.22,6615358.26,200.00%
Dela Paz (Poblacion),Duplex,284,276,2,6,2,2,2013,4718472.56,5.37,14155417.68,200.00%
Mambugan,Single-Family Home,289,180,3,5,4,1,2014,8681431,3.91,26044293,200.00%
San Jose (Poblacion),Townhouse,192,265,1,2,2,0,2017,2328364.14,5.63,6985092.42,200.00%
San Isidro (Poblacion),Townhouse,243,234,2,5,4,0,2018,8430770.1,5.88,25292310.3,200.00%
San Luis,Townhouse,349,121,3,2,1,2,2015,6566131.76,5.18,19698395.28,200.00%
Calawis,Townhouse,353,82,2,4,4,1,2019,3713608.58,3.26,11140825.74,200.00%
Dela Paz (Poblacion),Duplex,275,205,1,4,1,2,2016,8712473.36,3.08,26137420.08,200.00%
Mayamot,Single-Family Home,231,94,3,4,1,1,2014,2070648.79,4.23,6211946.37,200.00%
Mayamot,Townhouse,183,271,2,5,2,1,2017,8159105.93,5.42,24477317.79,200.00%
Bagong Nayon,Townhouse,363,185,2,5,3,0,2017,4048905.59,2.42,12146716.77,200.00%
Calawis,Duplex,258,130,3,2,3,3,2015,5047580.95,4.49,15142742.85,200.00%
Muntindilaw,Bungalow,345,249,1,4,4,1,2015,2686669.07,5.82,8060007.21,200.00%
Santa Cruz,Townhouse,180,199,2,5,4,2,2022,6757411.1,4.48,20272233.3,200.00%
Muntindilaw,Bungalow,258,174,1,3,3,1,2020,2992889.49,2.41,8978668.47,200.00%
San Isidro (Poblacion),Bungalow,314,80,1,5,3,1,2013,5300438.53,5.31,15901315.59,200.00%
Inarawan,Single-Family Home,187,273,3,4,1,0,2014,7570401.59,3.59,22711204.77,200.00%
Calawis,Duplex,393,166,3,5,2,0,2013,4761725.4,5.05,14285176.2,200.00%
Santa Cruz,Townhouse,245,111,1,3,2,2,2013,4479555.38,5.73,13438666.14,200.00%
Calawis,Duplex,161,238,3,5,3,1,2021,8360564.74,4.98,25081694.22,200.00%
Dalig,Single-Family Home,380,131,2,2,3,3,2020,6090821.35,5.63,18272464.05,200.00%
San Roque (Poblacion),Single-Family Home,289,98,2,5,2,0,2021,5552082.3,4.23,16656246.9,200.00%
Dela Paz (Poblacion),Townhouse,331,111,1,6,2,2,2013,9376761.63,4.38,28130284.89,200.00%
Dela Paz (Poblacion),Bungalow,331,191,1,4,2,0,2017,2540317.07,5.57,7620951.21,200.00%
San Juan,Single-Family Home,197,244,2,5,1,2,2015,8262171.22,5.05,24786513.66,200.00%
Muntindilaw,Single-Family Home,175,141,1,5,1,1,2014,6043813.86,4.02,18131441.58,200.00%
San Roque (Poblacion),Townhouse,338,247,2,6,2,1,2014,7093407.3,3.9,21280221.9,200.00%
Mambugan,Duplex,199,188,2,2,3,3,2014,4635634.74,3.52,13906904.22,200.00%
San Juan,Single-Family Home,377,130,3,3,2,2,2016,9501625.69,3.42,28504877.07,200.00%
Dela Paz (Poblacion),Duplex,373,206,3,2,4,0,2014,8844024.58,2.61,26532073.74,200.00%
Mayamot,Townhouse,212,127,2,4,3,3,2019,2772426.63,5.99,8317279.89,200.00%
San Roque (Poblacion),Townhouse,155,140,2,5,3,2,2013,2706610.99,3.76,8119832.97,200.00%
Mayamot,Duplex,389,227,1,5,4,1,2018,8402491.8,3.68,25207475.4,200.00%
Dela Paz (Poblacion),Townhouse,280,80,3,2,1,3,2014,6135701.5,2.83,18407104.5,200.00%
Dela Paz (Poblacion),Townhouse,329,105,1,5,4,0,2019,6090070.71,4.58,18270212.13,200.00%
Inarawan,Single-Family Home,203,183,3,5,1,3,2021,4492466.52,2.83,13477399.56,200.00%
Beverly Hills,Bungalow,289,123,1,4,2,0,2014,3089962.61,5.35,9269887.83,200.00%
San Roque (Poblacion),Single-Family Home,198,80,1,5,4,2,2017,4597366.08,3.93,13792098.24,200.00%
Muntindilaw,Townhouse,246,164,2,6,1,1,2016,3167396.84,2.56,9502190.52,200.00%
San Isidro (Poblacion),Single-Family Home,250,122,1,5,2,1,2022,2995080.18,4.36,8985240.54,200.00%
Inarawan,Duplex,332,265,3,2,4,3,2022,4068942.02,5.83,12206826.06,200.00%
San Luis,Townhouse,379,159,2,4,1,2,2015,3653582.48,3.44,10960747.44,200.00%
Beverly Hills,Single-Family Home,366,172,2,5,1,1,2019,4204251.21,4.82,12612753.63,200.00%
San Juan,Townhouse,210,163,2,5,3,2,2021,7014934.72,2.96,21044804.16,200.00%
San Luis,Single-Family Home,389,124,2,2,4,2,2017,8171827.76,2.7,24515483.28,200.00%
Santa Cruz,Townhouse,192,196,3,2,2,2,2017,5121054.23,2.94,15363162.69,200.00%
Bagong Nayon,Single-Family Home,338,105,2,2,2,3,2019,4241940.82,4.3,12725822.46,200.00%
Santa Cruz,Bungalow,323,225,1,6,3,3,2015,5581717.94,2.74,16745153.82,200.00%
Santa Cruz,Duplex,369,236,1,4,1,0,2018,7337466.33,2.57,22012398.99,200.00%
Cupang,Single-Family Home,231,251,3,5,3,1,2017,9311697.11,3.54,27935091.33,200.00%
Dela Paz (Poblacion),Single-Family Home,349,204,2,4,4,1,2021,4696349.5,4.06,14089048.5,200.00%
Bagong Nayon,Townhouse,311,222,1,5,2,3,2021,8610082.15,2.22,25830246.45,200.00%
Calawis,Townhouse,305,217,2,3,2,2,2018,3067266.45,4.62,9201799.35,200.00%
Inarawan,Townhouse,394,208,3,2,4,1,2018,7550602.35,4.69,22651807.05,200.00%
Cupang,Duplex,281,103,3,6,1,2,2014,3612386.32,4.43,10837158.96,200.00%
San Jose (Poblacion),Bungalow,207,132,1,4,4,1,2018,2643804.31,5.82,7931412.93,200.00%
Dalig,Single-Family Home,371,118,3,3,1,0,2014,3207279.4,3.76,9621838.2,200.00%
Calawis,Single-Family Home,345,208,3,3,4,2,2020,4491596.29,4.58,13474788.87,200.00%
Dela Paz (Poblacion),Single-Family Home,238,155,3,2,2,0,2017,9146889.47,4.16,27440668.41,200.00%
Cupang,Townhouse,203,262,1,4,1,0,2020,5314120.39,4.59,15942361.17,200.00%
San Luis,Townhouse,267,130,3,5,3,0,2017,2943511.32,4.61,8830533.96,200.00%
Muntindilaw,Duplex,185,224,1,6,1,1,2015,4117851.15,4.61,12353553.45,200.00%
Beverly Hills,Single-Family Home,339,256,3,4,3,3,2015,4053312.36,2.4,12159937.08,200.00%
Bagong Nayon,Duplex,274,112,2,6,3,3,2015,4386566.16,4.75,13159698.48,200.00%
Inarawan,Townhouse,350,227,3,4,3,1,2019,4342955.06,2.58,13028865.18,200.00%
San Juan,Bungalow,204,251,1,2,3,1,2013,5640303.22,3.47,16920909.66,200.00%
Muntindilaw,Townhouse,393,280,2,5,3,1,2013,9672460.6,2.59,29017381.8,200.00%
Mayamot,Bungalow,269,115,1,5,3,2,2017,9070844.41,5.52,27212533.23,200.00%
San Juan,Duplex,368,102,3,2,4,1,2018,5648060.02,5.75,16944180.06,200.00%
San Isidro (Poblacion),Bungalow,171,195,1,6,4,1,2018,5277850.03,5.88,15833550.09,200.00%
San Luis,Bungalow,381,199,1,6,2,0,2015,9035769.22,5.66,27107307.66,200.00%
Beverly Hills,Duplex,166,156,3,6,4,2,2020,3500388.7,4.52,10501166.1,200.00%
Inarawan,Single-Family Home,176,196,1,3,2,3,2017,7457714.93,2.99,22373144.79,200.00%
Inarawan,Duplex,398,241,3,5,2,0,2020,4903969.71,4.34,14711909.13,200.00%
Dela Paz (Poblacion),Single-Family Home,342,277,3,4,2,2,2016,6235752.56,3.76,18707257.68,200.00%
Calawis,Bungalow,263,268,1,4,4,2,2022,7729617.39,3.3,23188852.17,200.00%
San Luis,Single-Family Home,318,92,1,3,1,0,2020,2737197.6,4.46,8211592.8,200.00%
Cupang,Single-Family Home,154,190,1,5,4,1,2022,7117569.34,3.94,21352708.02,200.00%
Dalig,Duplex,176,193,1,4,2,2,2022,2416667.33,3.96,7250001.99,200.00%
San Isidro (Poblacion),Townhouse,272,85,3,4,3,2,2018,2098522.29,2.63,6295566.87,200.00%
Cupang,Townhouse,184,158,2,3,4,0,2016,5379760.58,5.37,16139281.74,200.00%
San Luis,Townhouse,397,169,1,4,2,2,2021,8866952.75,4.01,26600858.25,200.00%
San Juan,Single-Family Home,251,113,1,6,4,0,2015,6917283.37,2.15,20751850.11,200.00%
Calawis,Bungalow,253,240,1,5,4,2,2017,3051537.52,4.57,9154612.56,200.00%
Cupang,Bungalow,180,103,1,4,3,3,2016,7593532.11,5.27,22780596.33,200.00%
Muntindilaw,Bungalow,160,151,1,2,4,3,2019,7920530.77,5.48,23761592.31,200.00%
Muntindilaw,Single-Family Home,300,104,3,6,2,0,2019,2746156.18,4.37,8238468.54,200.00%
San Roque (Poblacion),Duplex,396,237,3,3,3,3,2015,5725363.44,3.51,17176090.32,200.00%
San Jose (Poblacion),Duplex,358,270,2,6,2,2,2021,4418791.46,4.71,13256374.38,200.00%
Mambugan,Duplex,306,146,3,3,4,1,2020,8057224,5.37,24171672,200.00%
Dalig,Single-Family Home,326,213,2,5,1,2,2015,2585957.67,5,7757873.01,200.00%
Cupang,Townhouse,162,114,2,5,3,3,2018,2374321.61,3.54,7122964.83,200.00%
Dela Paz (Poblacion),Single-Family Home,193,106,1,2,1,2,2013,9527060.44,5.29,28581181.32,200.00%
San Roque (Poblacion),Single-Family Home,239,232,2,5,4,0,2020,6752086.02,3.62,20256258.06,200.00%
Calawis,Duplex,279,215,1,2,3,0,2017,8833077.43,2.71,26499232.29,200.00%
San Jose (Poblacion),Single-Family Home,343,94,3,3,1,2,2017,7377363.22,4.72,22132089.66,200.00%
Calawis,Townhouse,252,275,3,3,4,0,2015,5291566.9,2.59,15874700.7,200.00%
San Juan,Townhouse,153,102,2,6,2,0,2022,6227960.82,4.1,18683882.46,200.00%
Calawis,Duplex,241,150,1,5,3,1,2022,3950148.8,4.48,11850446.4,200.00%
Cupang,Bungalow,172,95,1,3,4,3,2016,7166587.54,2.71,21499762.62,200.00%
Cupang,Duplex,338,200,1,3,1,2,2017,3347870.11,5.44,10043610.33,200.00%
Mayamot,Townhouse,203,146,2,6,4,1,2019,3504105.61,5.82,10512316.83,200.00%
San Jose (Poblacion),Duplex,267,177,3,5,4,2,2018,4192417.98,5.07,12577253.94,200.00%
Mayamot,Duplex,365,215,3,2,3,2,2022,6541589.58,2.03,19624768.74,200.00%
Beverly Hills,Townhouse,292,134,3,4,2,1,2021,9411099.05,5.1,28233297.15,200.00%
Dalig,Townhouse,307,97,3,2,4,3,2013,5116491.57,5,15349474.71,200.00%
Santa Cruz,Duplex,286,263,2,5,4,1,2021,3565370.22,5.49,10696110.66,200.00%
Beverly Hills,Townhouse,264,184,1,4,4,3,2017,5639508.07,4.62,16918524.21,200.00%
San Luis,Bungalow,309,121,1,6,4,2,2019,6701990.29,5.82,20105970.87,200.00%
Muntindilaw,Single-Family Home,386,238,2,3,3,2,2020,7841337.95,5.93,23524013.85,200.00%
Mambugan,Townhouse,159,170,3,3,2,2,2021,6678852.78,5.02,20036558.34,200.00%
Santa Cruz,Bungalow,173,149,1,5,2,1,2016,9635908.67,2.91,28907726.01,200.00%
Cupang,Townhouse,194,113,1,3,4,3,2022,4484679.8,3.51,13454039.4,200.00%
San Roque (Poblacion),Townhouse,350,193,2,6,4,2,2020,9991150.05,5.93,29973450.15,200.00%
Muntindilaw,Bungalow,358,248,1,4,3,3,2020,5324518.94,5.99,15973556.82,200.00%
Mambugan,Single-Family Home,319,136,1,4,1,3,2016,2785473.47,4.49,8356420.41,200.00%
Dela Paz (Poblacion),Single-Family Home,236,224,3,5,4,3,2020,2402488.01,3.86,7207464.03,200.00%
Beverly Hills,Duplex,312,85,1,2,2,1,2016,2237772.15,4.23,6713316.45,200.00%
Bagong Nayon,Single-Family Home,168,186,1,3,3,3,2020,5828990.05,2.36,17486970.15,200.00%
Inarawan,Single-Family Home,303,241,1,5,1,1,2016,2748812.7,3,8246438.1,200.00%
San Isidro (Poblacion),Duplex,237,202,1,6,1,1,2017,3742155.81,5.39,11226467.43,200.00%
Santa Cruz,Duplex,201,111,1,5,2,3,2021,6324926.43,5.08,18974779.29,200.00%
Santa Cruz,Duplex,385,176,2,3,1,0,2015,7164857.76,3.1,21494573.28,200.00%
Bagong Nayon,Townhouse,284,150,1,3,2,3,2013,3406572.9,2.16,10219718.7,200.00%
Mayamot,Single-Family Home,382,259,1,2,1,3,2021,8851899.96,2.33,26555699.88,200.00%
Mayamot,Single-Family Home,253,192,2,4,3,0,2018,9207836.57,2.63,27623509.71,200.00%
Beverly Hills,Bungalow,361,218,1,4,2,0,2018,8674043.55,5.91,26022130.65,200.00%
San Isidro (Poblacion),Single-Family Home,285,182,1,4,2,3,2021,8881680.48,2.61,26645041.44,200.00%
San Luis,Single-Family Home,303,231,2,5,2,1,2017,6301530.3,4.49,18904590.9,200.00%
Beverly Hills,Duplex,236,221,1,4,4,0,2013,6184581.82,4.38,18553745.46,200.00%
San Juan,Single-Family Home,247,111,3,3,2,0,2020,9848102.11,2.23,29544306.33,200.00%
Beverly Hills,Townhouse,185,139,3,5,4,2,2021,6955800.11,3.1,20867400.33,200.00%
San Isidro (Poblacion),Townhouse,254,150,1,6,1,1,2020,3860789.4,5.81,11582368.2,200.00%
Mambugan,Single-Family Home,203,121,3,6,2,0,2015,4518854.9,3.87,13556564.7,200.00%
Dela Paz (Poblacion),Bungalow,302,150,1,4,2,3,2018,9254831.32,5.2,27764493.96,200.00%
San Jose (Poblacion),Single-Family Home,302,237,1,2,3,2,2016,6334395.04,5.88,19003185.12,200.00%
Bagong Nayon,Townhouse,296,153,1,3,1,1,2013,7946794.8,4.51,23840384.4,200.00%
Muntindilaw,Single-Family Home,187,149,3,6,4,2,2014,5404440.41,2.38,16213321.23,200.00%
Muntindilaw,Bungalow,271,156,1,3,1,2,2021,7820206.68,2.27,23460620.04,200.00%
Muntindilaw,Duplex,150,140,2,5,1,2,2013,2591847.78,5.2,7775543.34,200.00%
Bagong Nayon,Townhouse,378,181,3,5,2,3,2022,5416573.35,3.48,16249720.05,200.00%
San Juan,Single-Family Home,296,154,1,6,1,3,2018,2045874.67,4.44,6137624.01,200.00%
Cupang,Townhouse,218,116,3,2,3,0,2015,6569242.03,2.61,19707726.09,200.00%
Calawis,Bungalow,177,92,1,5,4,2,2020,7166123.6,4.22,21498370.8,200.00%
San Luis,Bungalow,213,159,1,4,1,2,2022,7111479.47,2.02,21334438.41,200.00%
San Luis,Duplex,216,111,1,6,1,2,2021,5622600.89,3.09,16867802.67,200.00%
San Jose (Poblacion),Single-Family Home,393,143,3,4,4,1,2017,6547163.67,3.57,19641491.01,200.00%
San Isidro (Poblacion),Duplex,383,156,2,3,3,2,2018,7098543.1,5.89,21295629.3,200.00%
San Jose (Poblacion),Single-Family Home,236,235,2,6,4,0,2013,9655275.69,2.4,28965827.07,200.00%
Bagong Nayon,Duplex,189,124,3,3,4,3,2015,9007789.7,3.13,27023369.1,200.00%
Mayamot,Townhouse,389,140,2,4,4,1,2021,4102686.86,5.68,12308060.58,200.00%
Calawis,Bungalow,331,161,1,5,1,2,2013,4161913.56,4.53,12485740.68,200.00%
San Luis,Bungalow,259,80,1,4,3,3,2014,8739960.01,2.45,26219880.03,200.00%
Muntindilaw,Single-Family Home,343,162,1,5,1,2,2019,5702852.62,4.55,17108557.86,200.00%
Dalig,Townhouse,212,124,1,6,3,1,2018,8581328.17,2.93,25743984.51,200.00%
Beverly Hills,Single-Family Home,166,194,2,3,3,2,2014,9816048.73,4.72,29448146.19,200.00%
San Roque (Poblacion),Bungalow,387,248,1,5,2,1,2015,6355945.21,5.2,19067835.63,200.00%
San Roque (Poblacion),Townhouse,164,115,3,6,4,1,2013,9370454.4,4.21,28111363.2,200.00%
San Luis,Single-Family Home,355,192,1,5,2,0,2017,6043062.86,5.14,18129188.58,200.00%
Dalig,Single-Family Home,267,239,1,5,2,3,2013,9700601.7,4.4,29101805.1,200.00%
Dalig,Duplex,392,195,2,6,2,3,2017,9822481.68,5.09,29467445.04,200.00%
Cupang,Duplex,379,258,1,5,4,3,2021,3519075.43,3.86,10557226.29,200.00%
Calawis,Bungalow,193,137,1,2,4,3,2021,2504592.13,3.86,7513776.39,200.00%
Santa Cruz,Single-Family Home,207,180,2,6,1,0,2021,9921116.05,5.1,29763348.15,200.00%
Muntindilaw,Townhouse,159,213,1,6,4,1,2016,3504170.95,5.24,10512512.85,200.00%
Mayamot,Single-Family Home,170,251,2,5,1,0,2022,4234213.29,2.27,12702639.87,200.00%
San Isidro (Poblacion),Bungalow,316,279,1,5,2,0,2022,3182969.81,4.7,9548909.43,200.00%
San Jose (Poblacion),Single-Family Home,308,84,1,6,2,2,2020,9692142.72,3.47,29076428.16,200.00%
San Isidro (Poblacion),Bungalow,348,137,1,6,4,1,2018,6058502.34,3.12,18175507.02,200.00%
Cupang,Bungalow,348,260,1,4,2,1,2018,6202519.57,2.89,18607558.71,200.00%
Muntindilaw,Townhouse,381,166,2,5,1,0,2022,8171623.01,4.14,24514869.03,200.00%
Mayamot,Duplex,387,158,2,2,1,1,2021,9463951.01,4.8,28391853.03,200.00%
San Jose (Poblacion),Bungalow,385,120,1,6,4,0,2018,2532229.66,4.45,7596688.98,200.00%
Muntindilaw,Townhouse,208,86,3,5,1,0,2017,8543955.87,5.96,25631867.61,200.00%
Calawis,Townhouse,373,127,1,6,4,2,2022,7741880.03,5.17,23225640.09,200.00%
Mambugan,Single-Family Home,374,230,2,5,3,0,2017,5228324.72,4,15684974.16,200.00%
Dalig,Duplex,219,222,2,3,3,0,2013,8075221.7,5.77,24225665.1,200.00%
Santa Cruz,Bungalow,389,182,1,5,2,3,2014,4490169.36,5.36,13470508.08,200.00%
Beverly Hills,Duplex,271,273,2,3,3,3,2014,7419294.04,2.21,22257882.12,200.00%
Inarawan,Duplex,306,131,2,2,3,2,2022,8799800.67,4.29,26399402.01,200.00%
Mambugan,Single-Family Home,390,121,2,6,2,2,2016,9916166.33,5.36,29748498.99,200.00%
Bagong Nayon,Duplex,285,278,1,5,3,2,2015,6856305.27,4.37,20568915.81,200.00%
San Juan,Townhouse,300,81,2,6,2,1,2022,7777749.33,4.14,23333247.99,200.00%
Calawis,Bungalow,151,173,1,6,2,2,2016,7794317.16,2.8,23382951.48,200.00%
Santa Cruz,Townhouse,267,227,2,4,4,2,2016,2304834.49,2.26,6914503.47,200.00%
Bagong Nayon,Duplex,279,107,2,6,3,3,2013,2711429.48,5.74,8134288.44,200.00%
San Juan,Bungalow,364,274,1,3,4,1,2015,6690573.7,3.21,20071721.1,200.00%
Inarawan,Duplex,162,214,3,6,2,2,2018,7235496.98,4.26,21706490.94,200.00%
San Jose (Poblacion),Bungalow,320,256,1,4,4,0,2018,2777739.71,4.66,8333219.13,200.00%
Calawis,Single-Family Home,186,91,2,2,3,1,2022,3558272.41,4.14,10674817.23,200.00%
Mayamot,Townhouse,273,128,2,6,2,3,2015,7454257.53,3.41,22362772.59,200.00%
Mayamot,Townhouse,306,263,3,5,2,0,2015,3998935.15,3.87,11996805.45,200.00%
Mayamot,Townhouse,369,108,1,6,2,0,2016,5829381.33,5.23,17488143.99,200.00%
Muntindilaw,Single-Family Home,311,200,3,3,3,1,2019,9333235.01,2.42,27999705.03,200.00%
Inarawan,Single-Family Home,395,106,2,3,2,3,2019,9188831.51,5.01,27566494.53,200.00%
Dela Paz (Poblacion),Single-Family Home,198,237,1,3,1,0,2013,9775068.72,2.67,29325206.16,200.00%
Beverly Hills,Single-Family Home,242,138,2,5,3,0,2019,6239682.07,4.39,18719046.21,200.00%
Mayamot,Single-Family Home,397,210,2,3,2,3,2016,3696932.75,4.76,11090798.25,200.00%
Cupang,Duplex,249,105,2,4,3,2,2014,4234969.34,5.42,12704908.02,200.00%
San Juan,Single-Family Home,211,271,3,6,3,0,2018,5568040.8,4.91,16704122.4,200.00%
Inarawan,Duplex,151,110,3,5,2,2,2019,5807805.93,5.6,17423417.79,200.00%
San Juan,Duplex,216,137,1,5,4,0,2014,6921626.44,2.06,20764879.32,200.00%
San Roque (Poblacion),Townhouse,354,109,3,2,2,0,2019,4222527.8,2.15,12667583.4,200.00%
Mayamot,Townhouse,307,197,1,3,4,0,2021,5749681.18,5.95,17249043.54,200.00%
San Jose (Poblacion),Single-Family Home,286,157,3,5,3,2,2015,7431297.09,2.93,22293891.27,200.00%
Mambugan,Bungalow,159,266,1,6,4,2,2021,8670527.9,3.17,26011583.7,200.00%
San Luis,Bungalow,182,147,1,4,4,1,2016,9175694.35,3.69,27527083.05,200.00%
San Isidro (Poblacion),Duplex,202,97,1,4,3,0,2015,4479204.16,4.01,13437612.48,200.00%
Dalig,Townhouse,283,268,3,5,3,2,2021,2077928.02,2.69,6233784.06,200.00%
San Isidro (Poblacion),Single-Family Home,275,219,2,5,4,3,2018,3186833.12,2.47,9560499.36,200.00%
Beverly Hills,Single-Family Home,375,132,3,5,4,1,2014,9954548.11,3.31,29863644.33,200.00%
Calawis,Duplex,253,226,1,4,4,0,2020,4688223.75,2.71,14064671.25,200.00%
Beverly Hills,Townhouse,305,265,2,3,4,2,2016,6796252.16,5.49,20388756.48,200.00%
Bagong Nayon,Single-Family Home,319,163,2,5,4,0,2021,3474384.92,5.93,10423154.76,200.00%
Muntindilaw,Townhouse,311,146,3,5,3,3,2022,3310095.47,3.14,9930286.41,200.00%
Bagong Nayon,Duplex,329,84,1,2,3,1,2014,4120161.24,5.05,12360483.72,200.00%
San Jose (Poblacion),Bungalow,291,250,1,6,3,2,2021,6958083.13,3.28,20874249.39,200.00%
Dela Paz (Poblacion),Bungalow,184,169,1,5,2,0,2021,5646048.8,5.75,16938146.4,200.00%
San Juan,Townhouse,222,226,3,6,2,2,2020,8488736.47,5.08,25466209.41,200.00%
Mambugan,Bungalow,322,132,1,6,4,3,2017,9749491.88,2.61,29248475.64,200.00%
Dalig,Townhouse,176,120,1,2,4,3,2019,3707006.92,4.59,11121020.76,200.00%
Bagong Nayon,Duplex,314,118,3,5,3,2,2018,3215609.57,2.71,9646828.71,200.00%
San Juan,Bungalow,216,126,1,6,1,0,2013,4064183.25,4.16,12192549.75,200.00%
Mambugan,Townhouse,304,218,2,3,2,1,2018,6878359.98,4.6,20635079.94,200.00%
Mayamot,Townhouse,275,222,2,6,4,0,2020,3026172.24,3.16,9078516.72,200.00%
Bagong Nayon,Townhouse,389,131,3,5,4,3,2016,5801083.39,5.61,17403250.17,200.00%
Bagong Nayon,Duplex,307,85,1,3,3,0,2019,5798244.97,3.93,17394734.91,200.00%
San Luis,Duplex,203,225,3,2,2,2,2016,8639990.47,3.35,25919971.41,200.00%
Mayamot,Townhouse,216,222,1,3,3,0,2016,6841341.57,5.03,20524024.71,200.00%
San Roque (Poblacion),Bungalow,261,204,1,2,4,0,2013,6334404.03,5.19,19003212.09,200.00%
San Isidro (Poblacion),Duplex,261,196,1,6,1,2,2022,5226584.54,5.93,15679753.62,200.00%
Dela Paz (Poblacion),Townhouse,392,260,1,5,2,0,2019,8831631.19,3.66,26494893.57,200.00%
San Luis,Townhouse,251,199,2,6,4,3,2022,2412358.64,5.58,7237075.92,200.00%
Inarawan,Duplex,343,115,2,5,4,1,2020,8718968.94,2.48,26156906.82,200.00%
Dela Paz (Poblacion),Duplex,329,146,1,5,3,1,2014,2010652.13,2.06,6031956.39,200.00%
Muntindilaw,Duplex,187,86,3,6,3,1,2017,8391591.83,5.61,25174775.49,200.00%
Dela Paz (Poblacion),Single-Family Home,152,244,1,5,2,1,2021,8823213,3.52,26469639,200.00%
Muntindilaw,Townhouse,296,134,1,6,3,1,2019,6861144.4,5.21,20583433.2,200.00%
San Jose (Poblacion),Townhouse,183,270,1,2,4,0,2015,6027274.33,3.82,18081822.99,200.00%
San Luis,Bungalow,171,133,1,2,1,1,2020,8844121.54,4.72,26532364.62,200.00%
Dalig,Townhouse,293,81,3,3,3,2,2015,6498642.34,5.52,19495927.02,200.00%
Mayamot,Townhouse,287,168,2,2,1,0,2016,2387105.46,4.58,7161316.38,200.00%
Cupang,Bungalow,368,150,1,2,2,1,2014,2494258.98,5.37,7482776.94,200.00%
Mambugan,Duplex,265,104,2,5,3,0,2021,7819071.24,2.21,23457213.72,200.00%
Calawis,Single-Family Home,389,242,2,3,3,3,2019,6944247.19,4.67,20832741.57,200.00%
Beverly Hills,Single-Family Home,394,273,1,5,3,3,2016,3744135.3,2.75,11232405.9,200.00%
Bagong Nayon,Townhouse,385,193,3,3,1,1,2016,5877602.97,5.27,17632808.91,200.00%
Cupang,Single-Family Home,385,237,3,4,4,2,2022,2728070.28,2.98,8184210.84,200.00%
Dela Paz (Poblacion),Bungalow,356,212,1,2,2,1,2016,7429070.08,4.63,22287210.24,200.00%
Inarawan,Bungalow,290,126,1,6,3,1,2015,2795164.54,4.14,8385493.62,200.00%
Santa Cruz,Townhouse,388,115,1,2,2,0,2013,4505604.54,2.16,13516813.62,200.00%
Santa Cruz,Single-Family Home,282,127,3,5,3,1,2017,3974209.76,3.19,11922629.28,200.00%
Mayamot,Single-Family Home,385,137,3,4,3,2,2021,7040303.49,5.76,21120910.47,200.00%
Cupang,Townhouse,238,202,3,4,4,0,2022,5318605.57,4.2,15955816.71,200.00%
Bagong Nayon,Bungalow,362,161,1,4,2,1,2014,4900896.04,5.34,14702688.12,200.00%
Mambugan,Single-Family Home,279,141,2,2,3,3,2015,9809595.65,3.1,29428786.95,200.00%
